PRO_4984	PRO_4984
PRO_4984	PRO_2600
PRO_4984	PRO_16354
PRO_4984	PRO_20718
PRO_4984	PRO_105
PRO_4984	PRO_16806
PRO_4984	PRO_11397
PRO_4984	PRO_4344
PRO_4984	PRO_13576
PRO_4984	PRO_21591
PRO_4985	PRO_4985
PRO_4986	PRO_4986
PRO_4986	PRO_3090
PRO_4986	PRO_13016
PRO_4987	PRO_4987
PRO_4988	PRO_4988
PRO_4989	PRO_4989
PRO_4989	PRO_18296
PRO_4990	PRO_4990
PRO_4991	PRO_4991
PRO_4993	PRO_4993
PRO_4993	PRO_4260
PRO_4994	PRO_4994
PRO_4996	PRO_4996
PRO_4997	PRO_4997
PRO_4998	PRO_4998
PRO_5000	PRO_5000
PRO_11201	PRO_11201
PRO_11203	PRO_11203
PRO_11205	PRO_11205
PRO_11205	PRO_8020
PRO_11205	PRO_23245
PRO_11206	PRO_11206
PRO_11207	PRO_11207
PRO_11208	PRO_11208
PRO_11211	PRO_11211
PRO_11213	PRO_11213
PRO_11216	PRO_11216
PRO_11218	PRO_11218
PRO_11219	PRO_11219
PRO_11221	PRO_11221
PRO_11221	PRO_14633
PRO_11224	PRO_11224
PRO_11226	PRO_11226
PRO_11229	PRO_11229
PRO_11233	PRO_11233
PRO_11233	PRO_4525
PRO_11233	PRO_7025
PRO_11233	PRO_10915
PRO_11233	PRO_18664
PRO_11237	PRO_11237
PRO_11237	PRO_5132
PRO_11237	PRO_8415
PRO_11237	PRO_22044
PRO_11237	PRO_22430
PRO_11237	PRO_23222
PRO_11237	PRO_1195
PRO_11237	PRO_2162
PRO_11237	PRO_13214
PRO_11238	PRO_11238
PRO_11239	PRO_11239
PRO_11240	PRO_11240
PRO_11241	PRO_11241
PRO_11246	PRO_11246
PRO_11246	PRO_3762
PRO_11247	PRO_11247
PRO_11252	PRO_11252
PRO_11254	PRO_11254
PRO_11254	PRO_21810
PRO_11257	PRO_11257
PRO_11258	PRO_11258
PRO_11259	PRO_11259
PRO_11259	PRO_22913
PRO_11260	PRO_11260
PRO_11262	PRO_11262
PRO_11265	PRO_11265
PRO_11267	PRO_11267
PRO_11270	PRO_11270
PRO_11271	PRO_11271
PRO_11272	PRO_11272
PRO_11273	PRO_11273
PRO_11275	PRO_11275
PRO_11275	PRO_1412
PRO_11275	PRO_2382
PRO_11275	PRO_5547
PRO_11275	PRO_13980
PRO_11276	PRO_11276
PRO_11276	PRO_293
PRO_11277	PRO_11277
PRO_11277	PRO_841
PRO_11277	PRO_2697
PRO_11277	PRO_10169
PRO_11277	PRO_17506
PRO_11277	PRO_17740
PRO_11277	PRO_18033
PRO_11277	PRO_19392
PRO_11280	PRO_11280
PRO_11282	PRO_11282
PRO_11286	PRO_11286
PRO_11287	PRO_11287
PRO_11288	PRO_11288
PRO_11290	PRO_11290
PRO_11290	PRO_5774
PRO_11290	PRO_14717
PRO_11290	PRO_21120
PRO_11290	PRO_23866
PRO_11292	PRO_11292
PRO_11294	PRO_11294
PRO_11295	PRO_11295
PRO_11296	PRO_11296
PRO_11297	PRO_11297
PRO_11297	PRO_5240
PRO_11298	PRO_11298
PRO_11299	PRO_11299
PRO_11606	PRO_11606
PRO_11608	PRO_11608
PRO_11609	PRO_11609
PRO_11610	PRO_11610
PRO_11611	PRO_11611
PRO_11611	PRO_22534
PRO_11613	PRO_11613
PRO_11614	PRO_11614
PRO_11615	PRO_11615
PRO_11616	PRO_11616
PRO_11620	PRO_11620
PRO_11625	PRO_11625
PRO_11626	PRO_11626
PRO_11626	PRO_22500
PRO_11626	PRO_8360
PRO_11635	PRO_11635
PRO_11635	PRO_22502
PRO_11639	PRO_11639
PRO_11640	PRO_11640
PRO_11644	PRO_11644
PRO_11644	PRO_15510
PRO_11645	PRO_11645
PRO_11648	PRO_11648
PRO_11648	PRO_8719
PRO_11649	PRO_11649
PRO_11650	PRO_11650
PRO_11651	PRO_11651
PRO_11654	PRO_11654
PRO_11654	PRO_12473
PRO_11655	PRO_11655
PRO_11656	PRO_11656
PRO_11656	PRO_8073
PRO_11656	PRO_19584
PRO_11657	PRO_11657
PRO_11658	PRO_11658
PRO_11659	PRO_11659
PRO_11660	PRO_11660
PRO_11660	PRO_5506
PRO_11661	PRO_11661
PRO_11662	PRO_11662
PRO_11663	PRO_11663
PRO_11665	PRO_11665
PRO_11668	PRO_11668
PRO_11668	PRO_935
PRO_11669	PRO_11669
PRO_11674	PRO_11674
PRO_11679	PRO_11679
PRO_11679	PRO_21507
PRO_11680	PRO_11680
PRO_11684	PRO_11684
PRO_11689	PRO_11689
PRO_11691	PRO_11691
PRO_11691	PRO_23452
PRO_11691	PRO_527
PRO_11692	PRO_11692
PRO_11693	PRO_11693
PRO_11694	PRO_11694
PRO_11695	PRO_11695
PRO_11696	PRO_11696
PRO_11697	PRO_11697
PRO_11699	PRO_11699
PRO_11700	PRO_11700
PRO_12308	PRO_12308
PRO_12308	PRO_4272
PRO_12308	PRO_15500
PRO_12312	PRO_12312
PRO_12312	PRO_23198
PRO_12312	PRO_6272
PRO_12313	PRO_12313
PRO_12314	PRO_12314
PRO_12317	PRO_12317
PRO_12317	PRO_10107
PRO_12317	PRO_20384
PRO_12317	PRO_17855
PRO_12317	PRO_12527
PRO_12320	PRO_12320
PRO_12322	PRO_12322
PRO_12324	PRO_12324
PRO_12324	PRO_16048
PRO_12324	PRO_18717
PRO_12326	PRO_12326
PRO_12326	PRO_15226
PRO_12326	PRO_21384
PRO_12326	PRO_8019
PRO_12329	PRO_12329
PRO_12329	PRO_15887
PRO_12329	PRO_15944
PRO_12329	PRO_20841
PRO_12329	PRO_1589
PRO_12329	PRO_4858
PRO_12330	PRO_12330
PRO_12331	PRO_12331
PRO_12332	PRO_12332
PRO_12333	PRO_12333
PRO_12333	PRO_7812
PRO_12334	PRO_12334
PRO_12337	PRO_12337
PRO_12340	PRO_12340
PRO_12340	PRO_11646
PRO_12341	PRO_12341
PRO_12342	PRO_12342
PRO_12345	PRO_12345
PRO_12345	PRO_1690
PRO_12349	PRO_12349
PRO_12350	PRO_12350
PRO_12351	PRO_12351
PRO_12357	PRO_12357
PRO_12357	PRO_19179
PRO_12357	PRO_7713
PRO_12357	PRO_1931
PRO_12359	PRO_12359
PRO_12360	PRO_12360
PRO_12361	PRO_12361
PRO_12363	PRO_12363
PRO_12364	PRO_12364
PRO_12364	PRO_6460
PRO_12364	PRO_19572
PRO_12364	PRO_3006
PRO_12364	PRO_6436
PRO_12364	PRO_19258
PRO_12364	PRO_17665
PRO_12368	PRO_12368
PRO_12368	PRO_1974
PRO_12370	PRO_12370
PRO_12370	PRO_6422
PRO_12371	PRO_12371
PRO_12373	PRO_12373
PRO_12375	PRO_12375
PRO_12376	PRO_12376
PRO_12376	PRO_6771
PRO_12378	PRO_12378
PRO_12382	PRO_12382
PRO_12382	PRO_10538
PRO_12384	PRO_12384
PRO_12387	PRO_12387
PRO_12389	PRO_12389
PRO_12391	PRO_12391
PRO_12391	PRO_3280
PRO_12395	PRO_12395
PRO_12396	PRO_12396
PRO_12397	PRO_12397
PRO_12398	PRO_12398
PRO_12399	PRO_12399
PRO_13201	PRO_13201
PRO_13204	PRO_13204
PRO_13205	PRO_13205
PRO_13207	PRO_13207
PRO_13208	PRO_13208
PRO_13209	PRO_13209
PRO_13209	PRO_4953
PRO_13209	PRO_1555
PRO_13210	PRO_13210
PRO_13210	PRO_16473
PRO_13211	PRO_13211
PRO_13211	PRO_7226
PRO_13211	PRO_12328
PRO_13211	PRO_20529
PRO_13216	PRO_13216
PRO_13216	PRO_6568
PRO_13216	PRO_14656
PRO_13217	PRO_13217
PRO_13219	PRO_13219
PRO_13219	PRO_9639
PRO_13220	PRO_13220
PRO_13221	PRO_13221
PRO_13222	PRO_13222
PRO_13222	PRO_17217
PRO_13225	PRO_13225
PRO_13225	PRO_20294
PRO_13226	PRO_13226
PRO_13228	PRO_13228
PRO_13230	PRO_13230
PRO_13231	PRO_13231
PRO_13231	PRO_23007
PRO_13233	PRO_13233
PRO_13234	PRO_13234
PRO_13239	PRO_13239
PRO_13240	PRO_13240
PRO_13241	PRO_13241
PRO_13242	PRO_13242
PRO_13243	PRO_13243
PRO_13243	PRO_13851
PRO_13243	PRO_2160
PRO_13243	PRO_15148
PRO_13246	PRO_13246
PRO_13248	PRO_13248
PRO_13249	PRO_13249
PRO_13251	PRO_13251
PRO_13252	PRO_13252
PRO_13255	PRO_13255
PRO_13258	PRO_13258
PRO_13261	PRO_13261
PRO_13262	PRO_13262
PRO_13262	PRO_17714
PRO_13263	PRO_13263
PRO_13263	PRO_22174
PRO_13263	PRO_695
PRO_13263	PRO_11433
PRO_13263	PRO_773
PRO_13264	PRO_13264
PRO_13264	PRO_10436
PRO_13264	PRO_13753
PRO_13264	PRO_22965
PRO_13265	PRO_13265
PRO_13266	PRO_13266
PRO_13266	PRO_19996
PRO_13273	PRO_13273
PRO_13274	PRO_13274
PRO_13275	PRO_13275
PRO_13276	PRO_13276
PRO_13277	PRO_13277
PRO_13279	PRO_13279
PRO_13282	PRO_13282
PRO_13284	PRO_13284
PRO_13285	PRO_13285
PRO_13286	PRO_13286
PRO_13288	PRO_13288
PRO_13290	PRO_13290
PRO_13290	PRO_9000
PRO_13290	PRO_14291
PRO_13290	PRO_6785
PRO_13290	PRO_1203
PRO_13290	PRO_9386
PRO_13290	PRO_14803
PRO_13290	PRO_7474
PRO_13290	PRO_10664
PRO_13290	PRO_3944
PRO_13290	PRO_20136
PRO_13291	PRO_13291
PRO_13291	PRO_3213
PRO_13291	PRO_10928
PRO_13292	PRO_13292
PRO_13293	PRO_13293
PRO_13294	PRO_13294
PRO_13294	PRO_9011
PRO_13294	PRO_5526
PRO_13296	PRO_13296
PRO_13297	PRO_13297
PRO_13298	PRO_13298
PRO_13299	PRO_13299
PRO_13702	PRO_13702
PRO_13702	PRO_2153
PRO_13702	PRO_17752
PRO_13702	PRO_4672
PRO_13703	PRO_13703
PRO_13707	PRO_13707
PRO_13710	PRO_13710
PRO_13710	PRO_16226
PRO_13713	PRO_13713
PRO_13716	PRO_13716
PRO_13717	PRO_13717
PRO_13717	PRO_14897
PRO_13719	PRO_13719
PRO_13721	PRO_13721
PRO_13723	PRO_13723
PRO_13723	PRO_23487
PRO_13723	PRO_23510
PRO_13723	PRO_4534
PRO_13723	PRO_261
PRO_13723	PRO_19926
PRO_13723	PRO_23657
PRO_13724	PRO_13724
PRO_13725	PRO_13725
PRO_13725	PRO_16234
PRO_13725	PRO_23447
PRO_13725	PRO_23615
PRO_13725	PRO_17010
PRO_13725	PRO_8974
PRO_13727	PRO_13727
PRO_13727	PRO_8016
PRO_13727	PRO_17669
PRO_13727	PRO_15293
PRO_13730	PRO_13730
PRO_13731	PRO_13731
PRO_13731	PRO_8910
PRO_13732	PRO_13732
PRO_13733	PRO_13733
PRO_13733	PRO_23699
PRO_13733	PRO_16427
PRO_13733	PRO_297
PRO_13733	PRO_23770
PRO_13733	PRO_17611
PRO_13733	PRO_6690
PRO_13733	PRO_15673
PRO_13733	PRO_18135
PRO_13733	PRO_23732
PRO_13734	PRO_13734
PRO_13735	PRO_13735
PRO_13736	PRO_13736
PRO_13737	PRO_13737
PRO_13738	PRO_13738
PRO_13738	PRO_5270
PRO_13739	PRO_13739
PRO_13740	PRO_13740
PRO_13740	PRO_5349
PRO_13741	PRO_13741
PRO_13743	PRO_13743
PRO_13746	PRO_13746
PRO_13748	PRO_13748
PRO_13748	PRO_6721
PRO_13749	PRO_13749
PRO_13749	PRO_16618
PRO_13750	PRO_13750
PRO_13751	PRO_13751
PRO_13751	PRO_4961
PRO_13751	PRO_17169
PRO_13758	PRO_13758
PRO_13759	PRO_13759
PRO_13759	PRO_8827
PRO_13762	PRO_13762
PRO_13764	PRO_13764
PRO_13766	PRO_13766
PRO_13766	PRO_14962
PRO_13767	PRO_13767
PRO_13770	PRO_13770
PRO_13770	PRO_15851
PRO_13771	PRO_13771
PRO_13772	PRO_13772
PRO_13772	PRO_19807
PRO_13773	PRO_13773
PRO_13774	PRO_13774
PRO_13775	PRO_13775
PRO_13777	PRO_13777
PRO_13778	PRO_13778
PRO_13779	PRO_13779
PRO_13782	PRO_13782
PRO_13782	PRO_16562
PRO_13782	PRO_21749
PRO_13785	PRO_13785
PRO_13786	PRO_13786
PRO_13786	PRO_939
PRO_13787	PRO_13787
PRO_13789	PRO_13789
PRO_13790	PRO_13790
PRO_13794	PRO_13794
PRO_13796	PRO_13796
PRO_13798	PRO_13798
PRO_13798	PRO_18278
PRO_13901	PRO_13901
PRO_13902	PRO_13902
PRO_13903	PRO_13903
PRO_13903	PRO_16343
PRO_13904	PRO_13904
PRO_13907	PRO_13907
PRO_13910	PRO_13910
PRO_13910	PRO_16435
PRO_13910	PRO_15236
PRO_13912	PRO_13912
PRO_13912	PRO_4046
PRO_13912	PRO_2488
PRO_13912	PRO_6106
PRO_13912	PRO_11547
PRO_13912	PRO_20912
PRO_13913	PRO_13913
PRO_13917	PRO_13917
PRO_13917	PRO_21258
PRO_13918	PRO_13918
PRO_13919	PRO_13919
PRO_13919	PRO_23493
PRO_13919	PRO_2526
PRO_13919	PRO_8554
PRO_13920	PRO_13920
PRO_13920	PRO_21971
PRO_13921	PRO_13921
PRO_13922	PRO_13922
PRO_13924	PRO_13924
PRO_13926	PRO_13926
PRO_13927	PRO_13927
PRO_13928	PRO_13928
PRO_13934	PRO_13934
PRO_13935	PRO_13935
PRO_13936	PRO_13936
PRO_13937	PRO_13937
PRO_13941	PRO_13941
PRO_13941	PRO_13684
PRO_13941	PRO_20658
PRO_13941	PRO_21882
PRO_13941	PRO_8944
PRO_13941	PRO_21965
PRO_13942	PRO_13942
PRO_13943	PRO_13943
PRO_13944	PRO_13944
PRO_13945	PRO_13945
PRO_13945	PRO_464
PRO_13945	PRO_7698
PRO_13945	PRO_12936
PRO_13945	PRO_22648
PRO_13945	PRO_13017
PRO_13945	PRO_15122
PRO_13948	PRO_13948
PRO_13950	PRO_13950
PRO_13952	PRO_13952
PRO_13952	PRO_23798
PRO_13953	PRO_13953
PRO_13954	PRO_13954
PRO_13954	PRO_22461
PRO_13955	PRO_13955
PRO_13955	PRO_8802
PRO_13956	PRO_13956
PRO_13957	PRO_13957
PRO_13961	PRO_13961
PRO_13964	PRO_13964
PRO_13967	PRO_13967
PRO_13969	PRO_13969
PRO_13969	PRO_11045
PRO_13970	PRO_13970
PRO_13970	PRO_19458
PRO_13972	PRO_13972
PRO_13976	PRO_13976
PRO_13976	PRO_17035
PRO_13976	PRO_21766
PRO_13976	PRO_22914
PRO_13976	PRO_21921
PRO_13976	PRO_1721
PRO_13979	PRO_13979
PRO_13981	PRO_13981
PRO_13982	PRO_13982
PRO_13982	PRO_20540
PRO_13983	PRO_13983
PRO_13988	PRO_13988
PRO_13988	PRO_2507
PRO_13991	PRO_13991
PRO_13993	PRO_13993
PRO_13995	PRO_13995
PRO_13995	PRO_18918
PRO_13995	PRO_5388
PRO_13995	PRO_10778
PRO_13995	PRO_12814
PRO_13997	PRO_13997
PRO_14201	PRO_14201
PRO_14202	PRO_14202
PRO_14203	PRO_14203
PRO_14203	PRO_15173
PRO_14207	PRO_14207
PRO_14208	PRO_14208
PRO_14208	PRO_20237
PRO_14209	PRO_14209
PRO_14209	PRO_13474
PRO_14209	PRO_8865
PRO_14209	PRO_18388
PRO_14209	PRO_21016
PRO_14210	PRO_14210
PRO_14212	PRO_14212
PRO_14218	PRO_14218
PRO_14219	PRO_14219
PRO_14220	PRO_14220
PRO_14225	PRO_14225
PRO_14226	PRO_14226
PRO_14227	PRO_14227
PRO_14227	PRO_21741
PRO_14228	PRO_14228
PRO_14228	PRO_19823
PRO_14228	PRO_20788
PRO_14229	PRO_14229
PRO_14229	PRO_11726
PRO_14229	PRO_12224
PRO_14230	PRO_14230
PRO_14230	PRO_4876
PRO_14230	PRO_5613
PRO_14230	PRO_7342
PRO_14232	PRO_14232
PRO_14236	PRO_14236
PRO_14237	PRO_14237
PRO_14238	PRO_14238
PRO_14241	PRO_14241
PRO_14242	PRO_14242
PRO_14242	PRO_24004
PRO_14243	PRO_14243
PRO_14244	PRO_14244
PRO_14244	PRO_16082
PRO_14245	PRO_14245
PRO_14246	PRO_14246
PRO_14247	PRO_14247
PRO_14248	PRO_14248
PRO_14249	PRO_14249
PRO_14250	PRO_14250
PRO_14251	PRO_14251
PRO_14252	PRO_14252
PRO_14257	PRO_14257
PRO_14261	PRO_14261
PRO_14267	PRO_14267
PRO_14272	PRO_14272
PRO_14272	PRO_7727
PRO_14272	PRO_20483
PRO_14273	PRO_14273
PRO_14275	PRO_14275
PRO_14275	PRO_4631
PRO_14276	PRO_14276
PRO_14279	PRO_14279
PRO_14280	PRO_14280
PRO_14282	PRO_14282
PRO_14283	PRO_14283
PRO_14283	PRO_2189
PRO_14283	PRO_11478
PRO_14284	PRO_14284
PRO_14285	PRO_14285
PRO_14287	PRO_14287
PRO_14288	PRO_14288
PRO_14288	PRO_18103
PRO_14292	PRO_14292
PRO_14293	PRO_14293
PRO_14294	PRO_14294
PRO_14297	PRO_14297
PRO_14297	PRO_4437
PRO_14297	PRO_5648
PRO_14297	PRO_8035
PRO_14297	PRO_14731
PRO_14297	PRO_10624
PRO_14297	PRO_395
PRO_14297	PRO_4970
PRO_14297	PRO_6746
PRO_14297	PRO_8123
PRO_14297	PRO_11861
PRO_14297	PRO_14376
PRO_14298	PRO_14298
PRO_14299	PRO_14299
PRO_14299	PRO_11778
PRO_16802	PRO_16802
PRO_16802	PRO_11293
PRO_16804	PRO_16804
PRO_16805	PRO_16805
PRO_16805	PRO_8124
PRO_16805	PRO_12111
PRO_16805	PRO_17261
PRO_16807	PRO_16807
PRO_16808	PRO_16808
PRO_16810	PRO_16810
PRO_16811	PRO_16811
PRO_16814	PRO_16814
PRO_16822	PRO_16822
PRO_16822	PRO_22191
PRO_16822	PRO_23319
PRO_16826	PRO_16826
PRO_16826	PRO_2710
PRO_16827	PRO_16827
PRO_16827	PRO_16576
PRO_16827	PRO_21909
PRO_16827	PRO_20023
PRO_16827	PRO_87
PRO_16827	PRO_6197
PRO_16827	PRO_7586
PRO_16827	PRO_12510
PRO_16827	PRO_23285
PRO_16827	PRO_23407
PRO_16827	PRO_4596
PRO_16827	PRO_5216
PRO_16827	PRO_6747
PRO_16827	PRO_18883
PRO_16828	PRO_16828
PRO_16832	PRO_16832
PRO_16837	PRO_16837
PRO_16841	PRO_16841
PRO_16842	PRO_16842
PRO_16843	PRO_16843
PRO_16844	PRO_16844
PRO_16845	PRO_16845
PRO_16846	PRO_16846
PRO_16846	PRO_9314
PRO_16846	PRO_9407
PRO_16846	PRO_22444
PRO_16851	PRO_16851
PRO_16851	PRO_19733
PRO_16852	PRO_16852
PRO_16852	PRO_10662
PRO_16853	PRO_16853
PRO_16854	PRO_16854
PRO_16854	PRO_5600
PRO_16857	PRO_16857
PRO_16858	PRO_16858
PRO_16858	PRO_15134
PRO_16859	PRO_16859
PRO_16859	PRO_2955
PRO_16859	PRO_5924
PRO_16859	PRO_18631
PRO_16859	PRO_21363
PRO_16859	PRO_8433
PRO_16861	PRO_16861
PRO_16862	PRO_16862
PRO_16863	PRO_16863
PRO_16865	PRO_16865
PRO_16869	PRO_16869
PRO_16869	PRO_3569
PRO_16869	PRO_16309
PRO_16870	PRO_16870
PRO_16873	PRO_16873
PRO_16873	PRO_13532
PRO_16875	PRO_16875
PRO_16878	PRO_16878
PRO_16880	PRO_16880
PRO_16881	PRO_16881
PRO_16882	PRO_16882
PRO_16883	PRO_16883
PRO_16883	PRO_23954
PRO_16883	PRO_8968
PRO_16884	PRO_16884
PRO_16885	PRO_16885
PRO_16886	PRO_16886
PRO_16888	PRO_16888
PRO_16889	PRO_16889
PRO_16891	PRO_16891
PRO_16891	PRO_346
PRO_16892	PRO_16892
PRO_16892	PRO_12372
PRO_16893	PRO_16893
PRO_16894	PRO_16894
PRO_16895	PRO_16895
PRO_16898	PRO_16898
PRO_18201	PRO_18201
PRO_18203	PRO_18203
PRO_18206	PRO_18206
PRO_18207	PRO_18207
PRO_18207	PRO_23862
PRO_18211	PRO_18211
PRO_18214	PRO_18214
PRO_18215	PRO_18215
PRO_18216	PRO_18216
PRO_18217	PRO_18217
PRO_18218	PRO_18218
PRO_18221	PRO_18221
PRO_18224	PRO_18224
PRO_18225	PRO_18225
PRO_18228	PRO_18228
PRO_18233	PRO_18233
PRO_18236	PRO_18236
PRO_18236	PRO_23789
PRO_18237	PRO_18237
PRO_18238	PRO_18238
PRO_18238	PRO_15093
PRO_18238	PRO_23964
PRO_18238	PRO_17402
PRO_18238	PRO_7305
PRO_18238	PRO_9581
PRO_18238	PRO_23560
PRO_18238	PRO_23867
PRO_18239	PRO_18239
PRO_18246	PRO_18246
PRO_18246	PRO_23697
PRO_18248	PRO_18248
PRO_18249	PRO_18249
PRO_18250	PRO_18250
PRO_18252	PRO_18252
PRO_18252	PRO_5510
PRO_18252	PRO_19936
PRO_18252	PRO_20347
PRO_18252	PRO_20430
PRO_18252	PRO_16625
PRO_18252	PRO_8998
PRO_18252	PRO_16379
PRO_18253	PRO_18253
PRO_18254	PRO_18254
PRO_18255	PRO_18255
PRO_18259	PRO_18259
PRO_18259	PRO_7401
PRO_18261	PRO_18261
PRO_18263	PRO_18263
PRO_18263	PRO_17899
PRO_18265	PRO_18265
PRO_18269	PRO_18269
PRO_18274	PRO_18274
PRO_18276	PRO_18276
PRO_18281	PRO_18281
PRO_18282	PRO_18282
PRO_18285	PRO_18285
PRO_18285	PRO_3561
PRO_18286	PRO_18286
PRO_18286	PRO_20385
PRO_18289	PRO_18289
PRO_18289	PRO_5515
PRO_18290	PRO_18290
PRO_18291	PRO_18291
PRO_18292	PRO_18292
PRO_18293	PRO_18293
PRO_18294	PRO_18294
PRO_18295	PRO_18295
PRO_18297	PRO_18297
PRO_18299	PRO_18299
PRO_18300	PRO_18300
PRO_19001	PRO_19001
PRO_19001	PRO_5872
PRO_19001	PRO_8608
PRO_19001	PRO_10308
PRO_19001	PRO_12068
PRO_19001	PRO_13874
PRO_19001	PRO_14103
PRO_19002	PRO_19002
PRO_19002	PRO_17730
PRO_19002	PRO_23676
PRO_19002	PRO_1228
PRO_19002	PRO_23729
PRO_19002	PRO_12821
PRO_19002	PRO_13718
PRO_19002	PRO_23928
PRO_19002	PRO_13253
PRO_19002	PRO_16297
PRO_19002	PRO_20548
PRO_19002	PRO_23610
PRO_19004	PRO_19004
PRO_19006	PRO_19006
PRO_19006	PRO_5907
PRO_19008	PRO_19008
PRO_19009	PRO_19009
PRO_19010	PRO_19010
PRO_19011	PRO_19011
PRO_19014	PRO_19014
PRO_19014	PRO_11923
PRO_19015	PRO_19015
PRO_19015	PRO_13401
PRO_19016	PRO_19016
PRO_19016	PRO_18089
PRO_19017	PRO_19017
PRO_19017	PRO_2791
PRO_19020	PRO_19020
PRO_19021	PRO_19021
PRO_19022	PRO_19022
PRO_19023	PRO_19023
PRO_19023	PRO_9663
PRO_19023	PRO_23704
PRO_19024	PRO_19024
PRO_19026	PRO_19026
PRO_19032	PRO_19032
PRO_19032	PRO_23307
PRO_19033	PRO_19033
PRO_19033	PRO_2106
PRO_19033	PRO_14595
PRO_19033	PRO_19291
PRO_19033	PRO_20564
PRO_19033	PRO_22172
PRO_19034	PRO_19034
PRO_19035	PRO_19035
PRO_19037	PRO_19037
PRO_19040	PRO_19040
PRO_19041	PRO_19041
PRO_19041	PRO_13068
PRO_19041	PRO_18958
PRO_19043	PRO_19043
PRO_19043	PRO_18138
PRO_19043	PRO_22374
PRO_19049	PRO_19049
PRO_19049	PRO_3814
PRO_19049	PRO_5770
PRO_19049	PRO_23430
PRO_19049	PRO_12586
PRO_19050	PRO_19050
PRO_19052	PRO_19052
PRO_19055	PRO_19055
PRO_19057	PRO_19057
PRO_19058	PRO_19058
PRO_19060	PRO_19060
PRO_19063	PRO_19063
PRO_19064	PRO_19064
PRO_19064	PRO_21829
PRO_19067	PRO_19067
PRO_19068	PRO_19068
PRO_19070	PRO_19070
PRO_19072	PRO_19072
PRO_19072	PRO_20158
PRO_19074	PRO_19074
PRO_19077	PRO_19077
PRO_19077	PRO_740
PRO_19077	PRO_14800
PRO_19077	PRO_16255
PRO_19077	PRO_18389
PRO_19080	PRO_19080
PRO_19081	PRO_19081
PRO_19081	PRO_1408
PRO_19082	PRO_19082
PRO_19086	PRO_19086
PRO_19086	PRO_717
PRO_19088	PRO_19088
PRO_19088	PRO_13923
PRO_19089	PRO_19089
PRO_19090	PRO_19090
PRO_19094	PRO_19094
PRO_19094	PRO_9710
PRO_19097	PRO_19097
PRO_19098	PRO_19098
PRO_19099	PRO_19099
PRO_22703	PRO_22703
PRO_22704	PRO_22704
PRO_22709	PRO_22709
PRO_22711	PRO_22711
PRO_22712	PRO_22712
PRO_22713	PRO_22713
PRO_22714	PRO_22714
PRO_22716	PRO_22716
PRO_22717	PRO_22717
PRO_22719	PRO_22719
PRO_22722	PRO_22722
PRO_22725	PRO_22725
PRO_22726	PRO_22726
PRO_22729	PRO_22729
PRO_22731	PRO_22731
PRO_22731	PRO_4034
PRO_22731	PRO_23507
PRO_22731	PRO_12032
PRO_22731	PRO_23663
PRO_22732	PRO_22732
PRO_22733	PRO_22733
PRO_22733	PRO_893
PRO_22734	PRO_22734
PRO_22734	PRO_21528
PRO_22738	PRO_22738
PRO_22740	PRO_22740
PRO_22743	PRO_22743
PRO_22747	PRO_22747
PRO_22748	PRO_22748
PRO_22750	PRO_22750
PRO_22751	PRO_22751
PRO_22751	PRO_9335
PRO_22755	PRO_22755
PRO_22755	PRO_19495
PRO_22755	PRO_22394
PRO_22757	PRO_22757
PRO_22758	PRO_22758
PRO_22758	PRO_10246
PRO_22759	PRO_22759
PRO_22762	PRO_22762
PRO_22762	PRO_8351
PRO_22762	PRO_17365
PRO_22765	PRO_22765
PRO_22765	PRO_467
PRO_22766	PRO_22766
PRO_22766	PRO_18661
PRO_22766	PRO_19416
PRO_22766	PRO_21754
PRO_22767	PRO_22767
PRO_22768	PRO_22768
PRO_22768	PRO_11671
PRO_22768	PRO_18370
PRO_22768	PRO_5834
PRO_22769	PRO_22769
PRO_22769	PRO_7977
PRO_22770	PRO_22770
PRO_22771	PRO_22771
PRO_22771	PRO_18288
PRO_22776	PRO_22776
PRO_22777	PRO_22777
PRO_22784	PRO_22784
PRO_22784	PRO_6999
PRO_22784	PRO_8491
PRO_22784	PRO_21390
PRO_22785	PRO_22785
PRO_22786	PRO_22786
PRO_22786	PRO_9636
PRO_22786	PRO_12848
PRO_22786	PRO_20805
PRO_22786	PRO_20585
PRO_22787	PRO_22787
PRO_22787	PRO_17275
PRO_22788	PRO_22788
PRO_22789	PRO_22789
PRO_22791	PRO_22791
PRO_22791	PRO_10110
PRO_22791	PRO_15348
PRO_22791	PRO_21315
PRO_22793	PRO_22793
PRO_22795	PRO_22795
PRO_22795	PRO_17102
PRO_22795	PRO_20295
PRO_22796	PRO_22796
PRO_22797	PRO_22797
PRO_22799	PRO_22799
PRO_22800	PRO_22800
PRO_23101	PRO_23101
PRO_23101	PRO_17078
PRO_23101	PRO_2679
PRO_23102	PRO_23102
PRO_23103	PRO_23103
PRO_23110	PRO_23110
PRO_23110	PRO_13755
PRO_23111	PRO_23111
PRO_23113	PRO_23113
PRO_23114	PRO_23114
PRO_23115	PRO_23115
PRO_23115	PRO_12093
PRO_23116	PRO_23116
PRO_23116	PRO_3996
PRO_23116	PRO_16388
PRO_23116	PRO_9343
PRO_23116	PRO_21035
PRO_23116	PRO_23886
PRO_23116	PRO_23906
PRO_23117	PRO_23117
PRO_23117	PRO_15109
PRO_23117	PRO_4737
PRO_23118	PRO_23118
PRO_23119	PRO_23119
